#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
15.71 9.17 -269.03 -259.86 6.00 1.19 0.38 -6.51 -0.82 -0.33 0.35 6.00 1.11 1.92 -7.00 0.59 0.44 -0.27 8.00 1.04 1.46 -6.47 0.18 -0.09 -1.05 
15.72 9.12 -269.20 -260.08 6.00 1.18 0.38 -6.50 -0.83 -0.31 0.35 6.00 1.12 1.92 -7.00 0.59 0.42 -0.26 8.00 1.04 1.46 -6.48 0.18 -0.09 -1.06 
15.73 9.08 -269.39 -260.32 6.00 1.17 0.37 -6.50 -0.83 -0.29 0.35 6.00 1.12 1.93 -7.00 0.59 0.40 -0.25 8.00 1.04 1.46 -6.49 0.18 -0.09 -1.07 
15.74 9.04 -269.61 -260.58 6.00 1.16 0.37 -6.50 -0.83 -0.27 0.34 6.00 1.13 1.93 -7.01 0.59 0.39 -0.24 8.00 1.05 1.46 -6.50 0.18 -0.10 -1.07 
15.75 9.00 -269.85 -260.86 6.00 1.15 0.37 -6.49 -0.83 -0.25 0.34 6.00 1.13 1.93 -7.01 0.59 0.37 -0.23 8.00 1.05 1.46 -6.51 0.19 -0.10 -1.08 
15.76 8.96 -270.12 -261.16 6.00 1.14 0.37 -6.49 -0.83 -0.23 0.33 6.00 1.14 1.94 -7.01 0.58 0.35 -0.21 8.00 1.05 1.46 -6.52 0.19 -0.10 -1.08 
15.77 8.93 -270.40 -261.48 6.00 1.14 0.36 -6.49 -0.83 -0.20 0.33 6.00 1.15 1.94 -7.01 0.58 0.34 -0.20 8.00 1.05 1.46 -6.53 0.19 -0.10 -1.09 
15.78 8.89 -270.71 -261.82 6.00 1.13 0.36 -6.48 -0.83 -0.18 0.33 6.00 1.15 1.94 -7.01 0.58 0.32 -0.19 8.00 1.05 1.45 -6.54 0.19 -0.11 -1.09 
15.79 8.86 -271.04 -262.17 6.00 1.12 0.36 -6.48 -0.83 -0.16 0.32 6.00 1.16 1.95 -7.02 0.58 0.30 -0.18 8.00 1.05 1.45 -6.56 0.19 -0.11 -1.10 
15.80 8.84 -271.38 -262.55 6.00 1.11 0.36 -6.48 -0.83 -0.14 0.32 6.00 1.16 1.95 -7.02 0.58 0.28 -0.17 8.00 1.06 1.45 -6.57 0.19 -0.11 -1.10 
15.81 8.81 -271.75 -262.94 6.00 1.10 0.36 -6.47 -0.83 -0.12 0.32 6.00 1.17 1.95 -7.02 0.58 0.27 -0.16 8.00 1.06 1.45 -6.58 0.20 -0.11 -1.11 
15.82 8.79 -272.13 -263.35 6.00 1.09 0.36 -6.47 -0.83 -0.10 0.31 6.00 1.17 1.96 -7.02 0.57 0.25 -0.15 8.00 1.06 1.45 -6.59 0.20 -0.11 -1.11 
15.83 8.76 -272.53 -263.77 6.00 1.09 0.36 -6.47 -0.83 -0.08 0.31 6.00 1.18 1.96 -7.02 0.57 0.23 -0.14 8.00 1.06 1.45 -6.60 0.20 -0.12 -1.11 
15.84 8.74 -272.95 -264.21 6.00 1.08 0.35 -6.46 -0.83 -0.06 0.30 6.00 1.19 1.96 -7.02 0.57 0.21 -0.13 8.00 1.06 1.45 -6.61 0.20 -0.12 -1.12 
15.85 8.72 -273.39 -264.67 6.00 1.07 0.35 -6.46 -0.83 -0.05 0.30 6.00 1.19 1.96 -7.02 0.57 0.20 -0.12 8.00 1.07 1.45 -6.62 0.20 -0.12 -1.12 
15.86 8.71 -273.84 -265.13 6.00 1.06 0.35 -6.46 -0.83 -0.03 0.29 6.00 1.20 1.96 -7.03 0.56 0.18 -0.12 8.00 1.07 1.45 -6.63 0.20 -0.12 -1.12 
15.87 8.69 -274.31 -265.62 6.00 1.05 0.35 -6.46 -0.83 -0.01 0.29 6.00 1.20 1.97 -7.03 0.56 0.16 -0.11 8.00 1.07 1.44 -6.64 0.20 -0.12 -1.13 
15.88 8.68 -274.79 -266.11 6.00 1.04 0.35 -6.45 -0.83 0.01 0.28 6.00 1.21 1.97 -7.03 0.56 0.14 -0.10 8.00 1.07 1.44 -6.66 0.21 -0.12 -1.13 
15.89 8.67 -275.29 -266.62 6.00 1.04 0.35 -6.45 -0.83 0.03 0.28 6.00 1.21 1.97 -7.03 0.56 0.13 -0.09 8.00 1.07 1.44 -6.67 0.21 -0.13 -1.13 
15.90 8.66 -275.80 -267.15 6.00 1.03 0.35 -6.45 -0.83 0.05 0.27 6.00 1.22 1.97 -7.03 0.55 0.11 -0.08 8.00 1.08 1.44 -6.68 0.21 -0.13 -1.14 
15.91 8.65 -276.33 -267.68 6.00 1.02 0.36 -6.45 -0.83 0.07 0.27 6.00 1.22 1.97 -7.03 0.55 0.09 -0.07 8.00 1.08 1.44 -6.69 0.21 -0.13 -1.14 
15.92 8.64 -276.87 -268.22 6.00 1.01 0.36 -6.44 -0.83 0.09 0.26 6.00 1.23 1.97 -7.03 0.55 0.07 -0.06 8.00 1.08 1.44 -6.70 0.21 -0.13 -1.14 
15.93 8.63 -277.41 -268.78 6.00 1.00 0.36 -6.44 -0.82 0.11 0.25 6.00 1.24 1.97 -7.03 0.54 0.06 -0.05 8.00 1.08 1.44 -6.71 0.21 -0.13 -1.14 
15.94 8.63 -277.97 -269.35 6.00 0.99 0.36 -6.44 -0.82 0.13 0.25 6.00 1.24 1.97 -7.03 0.54 0.04 -0.04 8.00 1.09 1.44 -6.72 0.21 -0.13 -1.14 
15.95 8.63 -278.55 -269.92 6.00 0.99 0.36 -6.44 -0.82 0.15 0.24 6.00 1.25 1.97 -7.03 0.54 0.02 -0.04 8.00 1.09 1.43 -6.74 0.21 -0.13 -1.15 
15.96 8.62 -279.13 -270.50 6.00 0.98 0.36 -6.43 -0.82 0.17 0.24 6.00 1.25 1.97 -7.03 0.53 0.00 -0.03 8.00 1.09 1.43 -6.75 0.22 -0.13 -1.15 
15.97 8.62 -279.72 -271.09 6.00 0.97 0.36 -6.43 -0.81 0.18 0.23 6.00 1.26 1.97 -7.03 0.53 -0.01 -0.02 8.00 1.09 1.43 -6.76 0.22 -0.13 -1.15 
15.98 8.62 -280.32 -271.69 6.00 0.96 0.37 -6.43 -0.81 0.20 0.22 6.00 1.26 1.97 -7.03 0.52 -0.03 -0.01 8.00 1.09 1.43 -6.77 0.22 -0.13 -1.15 
15.99 8.63 -280.93 -272.30 6.00 0.95 0.37 -6.43 -0.81 0.22 0.22 6.00 1.27 1.97 -7.03 0.52 -0.05 -0.00 8.00 1.10 1.43 -6.78 0.22 -0.13 -1.15 
16.00 8.63 -281.54 -272.91 6.00 0.95 0.37 -6.42 -0.81 0.24 0.21 6.00 1.27 1.97 -7.03 0.51 -0.07 0.00 8.00 1.10 1.43 -6.79 0.22 -0.14 -1.15 
16.01 8.63 -282.16 -273.53 6.00 0.94 0.37 -6.42 -0.80 0.26 0.20 6.00 1.28 1.97 -7.03 0.51 -0.09 0.01 8.00 1.10 1.43 -6.81 0.22 -0.14 -1.15 
16.02 8.64 -282.79 -274.15 6.00 0.93 0.38 -6.42 -0.80 0.28 0.20 6.00 1.28 1.97 -7.03 0.50 -0.10 0.02 8.00 1.10 1.42 -6.82 0.22 -0.14 -1.15 
16.03 8.65 -283.42 -274.78 6.00 0.92 0.38 -6.42 -0.80 0.30 0.19 6.00 1.29 1.97 -7.03 0.50 -0.12 0.02 8.00 1.10 1.42 -6.83 0.22 -0.14 -1.15 
16.04 8.65 -284.06 -275.40 6.00 0.91 0.38 -6.42 -0.79 0.31 0.18 6.00 1.29 1.97 -7.03 0.49 -0.14 0.03 8.00 1.11 1.42 -6.84 0.22 -0.14 -1.15 
16.05 8.66 -284.70 -276.04 6.00 0.91 0.39 -6.41 -0.79 0.33 0.18 6.00 1.30 1.96 -7.03 0.49 -0.16 0.04 8.00 1.11 1.42 -6.85 0.23 -0.14 -1.15 
16.06 8.67 -285.34 -276.67 6.00 0.90 0.39 -6.41 -0.78 0.35 0.17 6.00 1.30 1.96 -7.03 0.48 -0.18 0.04 8.00 1.11 1.42 -6.86 0.23 -0.14 -1.15 
16.07 8.69 -285.99 -277.30 6.00 0.89 0.39 -6.41 -0.78 0.37 0.16 6.00 1.31 1.96 -7.03 0.48 -0.19 0.05 8.00 1.11 1.42 -6.87 0.23 -0.14 -1.15 
16.08 8.70 -286.64 -277.94 6.00 0.88 0.40 -6.41 -0.78 0.39 0.15 6.00 1.31 1.96 -7.03 0.47 -0.21 0.06 8.00 1.12 1.42 -6.89 0.23 -0.14 -1.15 
16.09 8.71 -287.29 -278.57 6.00 0.87 0.40 -6.41 -0.77 0.40 0.15 6.00 1.32 1.96 -7.03 0.47 -0.23 0.06 8.00 1.12 1.41 -6.90 0.23 -0.14 -1.15 
16.10 8.73 -287.93 -279.21 6.00 0.87 0.40 -6.41 -0.77 0.42 0.14 6.00 1.32 1.95 -7.03 0.46 -0.25 0.07 8.00 1.12 1.41 -6.91 0.23 -0.14 -1.15 
16.11 8.74 -288.58 -279.84 6.00 0.86 0.41 -6.41 -0.76 0.44 0.13 6.00 1.33 1.95 -7.03 0.45 -0.27 0.07 8.00 1.12 1.41 -6.92 0.23 -0.14 -1.14 
16.12 8.76 -289.23 -280.46 6.00 0.85 0.41 -6.40 -0.76 0.46 0.12 6.00 1.33 1.95 -7.03 0.45 -0.28 0.08 8.00 1.13 1.41 -6.93 0.23 -0.14 -1.14 
16.13 8.78 -289.87 -281.09 6.00 0.84 0.42 -6.40 -0.75 0.47 0.11 6.00 1.33 1.94 -7.03 0.44 -0.30 0.08 8.00 1.13 1.41 -6.94 0.23 -0.13 -1.14 
16.14 8.80 -290.51 -281.71 6.00 0.84 0.42 -6.40 -0.75 0.49 0.11 6.00 1.34 1.94 -7.03 0.44 -0.32 0.09 8.00 1.13 1.41 -6.95 0.23 -0.13 -1.14 
16.15 8.82 -291.14 -282.32 6.00 0.83 0.43 -6.40 -0.74 0.51 0.10 6.00 1.34 1.94 -7.02 0.43 -0.34 0.09 8.00 1.13 1.41 -6.97 0.23 -0.13 -1.14 
16.16 8.85 -291.77 -282.93 6.00 0.82 0.43 -6.40 -0.73 0.53 0.09 6.00 1.35 1.93 -7.02 0.42 -0.36 0.10 8.00 1.13 1.41 -6.98 0.24 -0.13 -1.13 
16.17 8.87 -292.40 -283.53 6.00 0.81 0.44 -6.40 -0.73 0.54 0.08 6.00 1.35 1.93 -7.02 0.42 -0.38 0.10 8.00 1.14 1.40 -6.99 0.24 -0.13 -1.13 
16.18 8.90 -293.01 -284.12 6.00 0.81 0.44 -6.40 -0.72 0.56 0.07 6.00 1.36 1.93 -7.02 0.41 -0.39 0.11 8.00 1.14 1.40 -7.00 0.24 -0.13 -1.13 
16.19 8.92 -293.62 -284.70 6.00 0.80 0.45 -6.40 -0.72 0.58 0.06 6.00 1.36 1.92 -7.02 0.40 -0.41 0.11 8.00 1.14 1.40 -7.01 0.24 -0.13 -1.12 
16.20 8.95 -294.22 -285.27 6.00 0.79 0.46 -6.40 -0.71 0.60 0.05 6.00 1.36 1.92 -7.02 0.39 -0.43 0.12 8.00 1.14 1.40 -7.02 0.24 -0.13 -1.12 
16.21 8.98 -294.82 -285.84 6.00 0.79 0.46 -6.40 -0.70 0.61 0.04 6.00 1.37 1.91 -7.02 0.39 -0.45 0.12 8.00 1.15 1.40 -7.03 0.24 -0.13 -1.12 
16.22 9.01 -295.40 -286.39 6.00 0.78 0.47 -6.40 -0.70 0.63 0.03 6.00 1.37 1.91 -7.02 0.38 -0.47 0.12 8.00 1.15 1.40 -7.04 0.24 -0.13 -1.11 
16.23 9.05 -295.97 -286.92 6.00 0.77 0.48 -6.40 -0.69 0.65 0.03 6.00 1.37 1.90 -7.02 0.37 -0.49 0.13 8.00 1.15 1.40 -7.06 0.24 -0.13 -1.11 
16.24 9.08 -296.53 -287.45 6.00 0.77 0.48 -6.40 -0.68 0.66 0.02 6.00 1.38 1.90 -7.01 0.36 -0.50 0.13 8.00 1.15 1.40 -7.07 0.24 -0.13 -1.10 
16.25 9.12 -297.08 -287.96 6.00 0.76 0.49 -6.40 -0.68 0.68 0.01 6.00 1.38 1.89 -7.01 0.36 -0.52 0.13 8.00 1.16 1.39 -7.08 0.24 -0.12 -1.10 
16.26 9.15 -297.62 -288.46 6.00 0.75 0.50 -6.40 -0.67 0.70 -0.00 6.00 1.39 1.89 -7.01 0.35 -0.54 0.14 8.00 1.16 1.39 -7.09 0.24 -0.12 -1.09 
16.27 9.19 -298.14 -288.94 6.00 0.75 0.50 -6.40 -0.66 0.71 -0.01 6.00 1.39 1.88 -7.01 0.34 -0.56 0.14 8.00 1.16 1.39 -7.10 0.24 -0.12 -1.09 
16.28 9.24 -298.65 -289.41 6.00 0.74 0.51 -6.40 -0.65 0.73 -0.02 6.00 1.39 1.88 -7.01 0.33 -0.58 0.14 8.00 1.16 1.39 -7.11 0.24 -0.12 -1.08 
16.29 9.28 -299.14 -289.86 6.00 0.73 0.52 -6.40 -0.64 0.75 -0.03 6.00 1.40 1.87 -7.01 0.32 -0.60 0.14 8.00 1.17 1.39 -7.12 0.24 -0.12 -1.07 
16.30 9.33 -299.62 -290.30 6.00 0.73 0.53 -6.40 -0.64 0.76 -0.04 6.00 1.40 1.87 -7.01 0.31 -0.61 0.15 8.00 1.17 1.39 -7.13 0.24 -0.12 -1.07 
16.31 9.37 -300.09 -290.72 6.00 0.72 0.53 -6.40 -0.63 0.78 -0.05 6.00 1.40 1.86 -7.00 0.30 -0.63 0.15 8.00 1.17 1.39 -7.14 0.24 -0.12 -1.06 
16.32 9.42 -300.54 -291.11 6.00 0.71 0.54 -6.40 -0.62 0.80 -0.06 6.00 1.40 1.85 -7.00 0.29 -0.65 0.15 8.00 1.17 1.39 -7.15 0.24 -0.12 -1.06 
16.33 9.47 -300.97 -291.50 6.00 0.71 0.55 -6.40 -0.61 0.81 -0.07 6.00 1.41 1.85 -7.00 0.29 -0.67 0.15 8.00 1.18 1.38 -7.16 0.25 -0.11 -1.05 
16.34 9.53 -301.39 -291.86 6.00 0.70 0.56 -6.40 -0.60 0.83 -0.09 6.00 1.41 1.84 -7.00 0.28 -0.69 0.15 8.00 1.18 1.38 -7.17 0.25 -0.11 -1.04 
16.35 9.59 -301.79 -292.20 6.00 0.70 0.57 -6.40 -0.59 0.85 -0.10 6.00 1.41 1.83 -7.00 0.27 -0.70 0.16 8.00 1.18 1.38 -7.18 0.25 -0.11 -1.04 
16.36 9.64 -302.17 -292.53 6.00 0.69 0.57 -6.40 -0.58 0.86 -0.11 6.00 1.42 1.82 -7.00 0.26 -0.72 0.16 8.00 1.18 1.38 -7.19 0.25 -0.11 -1.03 
16.37 9.71 -302.54 -292.83 6.00 0.68 0.58 -6.40 -0.57 0.88 -0.12 6.00 1.42 1.82 -6.99 0.25 -0.74 0.16 8.00 1.19 1.38 -7.20 0.25 -0.11 -1.02 
16.38 9.77 -302.89 -293.12 6.00 0.68 0.59 -6.40 -0.56 0.90 -0.13 6.00 1.42 1.81 -6.99 0.24 -0.76 0.16 8.00 1.19 1.38 -7.21 0.25 -0.11 -1.01 
16.39 9.84 -303.22 -293.38 6.00 0.67 0.60 -6.41 -0.55 0.91 -0.14 6.00 1.42 1.80 -6.99 0.23 -0.78 0.16 8.00 1.19 1.38 -7.22 0.25 -0.11 -1.00 
16.40 9.91 -303.54 -293.63 6.00 0.67 0.61 -6.41 -0.54 0.93 -0.15 6.00 1.42 1.79 -6.99 0.22 -0.79 0.16 8.00 1.19 1.38 -7.23 0.25 -0.11 -1.00 
16.41 9.98 -303.84 -293.85 6.00 0.66 0.62 -6.41 -0.53 0.94 -0.16 6.00 1.43 1.79 -6.99 0.20 -0.81 0.16 8.00 1.20 1.38 -7.24 0.25 -0.10 -0.99 
16.42 10.06 -304.12 -294.06 6.00 0.66 0.63 -6.41 -0.52 0.96 -0.18 6.00 1.43 1.78 -6.99 0.19 -0.83 0.16 8.00 1.20 1.37 -7.25 0.25 -0.10 -0.98 
16.43 10.14 -304.39 -294.25 6.00 0.65 0.64 -6.41 -0.51 0.98 -0.19 6.00 1.43 1.77 -6.99 0.18 -0.85 0.16 8.00 1.20 1.37 -7.26 0.25 -0.10 -0.97 
16.44 10.22 -304.64 -294.42 6.00 0.65 0.65 -6.41 -0.50 0.99 -0.20 6.00 1.43 1.76 -6.98 0.17 -0.87 0.16 8.00 1.20 1.37 -7.27 0.25 -0.10 -0.96 
16.45 10.31 -304.87 -294.56 6.00 0.64 0.66 -6.42 -0.49 1.01 -0.21 6.00 1.43 1.75 -6.98 0.16 -0.88 0.16 8.00 1.21 1.37 -7.28 0.25 -0.10 -0.95 
16.46 10.40 -305.09 -294.69 6.00 0.64 0.67 -6.42 -0.47 1.03 -0.22 6.00 1.44 1.74 -6.98 0.15 -0.90 0.16 8.00 1.21 1.37 -7.29 0.25 -0.10 -0.94 
16.47 10.49 -305.30 -294.80 6.00 0.63 0.68 -6.42 -0.46 1.04 -0.24 6.00 1.44 1.73 -6.98 0.14 -0.92 0.16 8.00 1.21 1.37 -7.30 0.25 -0.10 -0.93 
16.48 10.59 -305.49 -294.90 6.00 0.63 0.69 -6.42 -0.45 1.06 -0.25 6.00 1.44 1.72 -6.98 0.12 -0.94 0.16 8.00 1.21 1.37 -7.31 0.25 -0.10 -0.92 
16.49 10.69 -305.66 -294.97 6.00 0.62 0.70 -6.43 -0.44 1.07 -0.26 6.00 1.44 1.71 -6.98 0.11 -0.95 0.16 8.00 1.22 1.37 -7.32 0.25 -0.10 -0.91 
16.50 10.74 -305.81 -295.07 6.00 0.62 0.71 -6.43 -0.43 1.08 -0.27 6.00 1.44 1.71 -6.97 0.10 -0.97 0.16 8.00 1.22 1.37 -7.33 0.25 -0.10 -0.90 
16.51 10.79 -305.92 -295.13 6.00 0.62 0.72 -6.43 -0.42 1.09 -0.28 6.00 1.44 1.70 -6.97 0.09 -0.98 0.15 8.00 1.22 1.37 -7.34 0.24 -0.09 -0.89 
16.52 10.83 -306.00 -295.17 6.00 0.61 0.73 -6.44 -0.41 1.11 -0.29 6.00 1.44 1.69 -6.97 0.09 -0.99 0.15 8.00 1.22 1.36 -7.35 0.24 -0.09 -0.88 
16.53 10.88 -306.05 -295.18 6.00 0.61 0.75 -6.44 -0.40 1.12 -0.30 6.00 1.44 1.68 -6.97 0.08 -1.00 0.14 8.00 1.22 1.36 -7.36 0.24 -0.09 -0.87 
16.54 10.92 -306.08 -295.16 6.00 0.60 0.76 -6.44 -0.39 1.13 -0.31 6.00 1.44 1.67 -6.97 0.07 -1.01 0.14 8.00 1.23 1.36 -7.36 0.24 -0.09 -0.86 
16.55 10.97 -306.08 -295.12 6.00 0.60 0.77 -6.44 -0.38 1.14 -0.32 6.00 1.44 1.66 -6.97 0.06 -1.02 0.14 8.00 1.23 1.36 -7.37 0.24 -0.09 -0.85 
16.56 11.01 -306.06 -295.05 6.00 0.60 0.78 -6.45 -0.37 1.14 -0.33 6.00 1.44 1.64 -6.97 0.05 -1.03 0.13 8.00 1.23 1.36 -7.38 0.24 -0.09 -0.84 
16.57 11.06 -306.02 -294.96 6.00 0.59 0.79 -6.45 -0.36 1.15 -0.34 6.00 1.44 1.63 -6.96 0.04 -1.04 0.13 8.00 1.23 1.36 -7.39 0.24 -0.09 -0.83 
16.58 11.10 -305.96 -294.85 6.00 0.59 0.80 -6.45 -0.35 1.16 -0.35 6.00 1.44 1.62 -6.96 0.03 -1.05 0.12 8.00 1.24 1.36 -7.40 0.24 -0.09 -0.82 
16.59 11.15 -305.88 -294.73 6.00 0.59 0.81 -6.46 -0.34 1.17 -0.36 6.00 1.45 1.61 -6.96 0.02 -1.06 0.12 8.00 1.24 1.36 -7.41 0.24 -0.09 -0.81 
16.60 11.19 -305.78 -294.59 6.00 0.58 0.83 -6.46 -0.33 1.18 -0.37 6.00 1.45 1.60 -6.96 0.02 -1.07 0.11 8.00 1.24 1.36 -7.41 0.24 -0.09 -0.79 
16.61 11.23 -305.68 -294.44 6.00 0.58 0.84 -6.47 -0.32 1.19 -0.38 6.00 1.45 1.59 -6.96 0.01 -1.08 0.11 8.00 1.24 1.36 -7.42 0.24 -0.09 -0.78 
16.62 11.28 -305.56 -294.28 6.00 0.58 0.85 -6.47 -0.31 1.20 -0.40 6.00 1.45 1.58 -6.96 -0.00 -1.09 0.10 8.00 1.25 1.36 -7.43 0.24 -0.09 -0.77 
16.63 11.32 -305.43 -294.11 6.00 0.57 0.86 -6.47 -0.30 1.21 -0.41 6.00 1.45 1.57 -6.96 -0.01 -1.10 0.10 8.00 1.25 1.35 -7.44 0.23 -0.09 -0.76 
16.64 11.37 -305.30 -293.93 6.00 0.57 0.87 -6.48 -0.29 1.22 -0.42 6.00 1.45 1.56 -6.96 -0.02 -1.10 0.09 8.00 1.25 1.35 -7.44 0.23 -0.09 -0.75 
16.65 11.41 -305.16 -293.75 6.00 0.57 0.89 -6.48 -0.28 1.22 -0.43 6.00 1.44 1.55 -6.96 -0.03 -1.11 0.08 8.00 1.25 1.35 -7.45 0.23 -0.09 -0.73 
16.66 11.45 -305.01 -293.56 6.00 0.56 0.90 -6.49 -0.27 1.23 -0.44 6.00 1.44 1.54 -6.96 -0.04 -1.12 0.08 8.00 1.26 1.35 -7.46 0.23 -0.09 -0.72 
16.67 11.49 -304.87 -293.37 6.00 0.56 0.91 -6.49 -0.26 1.24 -0.45 6.00 1.44 1.53 -6.95 -0.05 -1.13 0.07 8.00 1.26 1.35 -7.47 0.23 -0.09 -0.71 
16.68 11.54 -304.72 -293.18 6.00 0.56 0.92 -6.50 -0.25 1.25 -0.46 6.00 1.44 1.51 -6.95 -0.06 -1.13 0.07 8.00 1.26 1.35 -7.47 0.23 -0.09 -0.70 
16.69 11.58 -304.57 -292.99 6.00 0.56 0.94 -6.50 -0.23 1.25 -0.47 6.00 1.44 1.50 -6.95 -0.06 -1.14 0.06 8.00 1.26 1.35 -7.48 0.23 -0.09 -0.68 
16.70 11.62 -304.42 -292.81 6.00 0.55 0.95 -6.51 -0.22 1.26 -0.48 6.00 1.44 1.49 -6.95 -0.07 -1.15 0.05 8.00 1.26 1.35 -7.49 0.22 -0.09 -0.67 
16.71 11.66 -304.28 -292.62 6.00 0.55 0.96 -6.51 -0.21 1.27 -0.49 6.00 1.44 1.48 -6.95 -0.08 -1.15 0.05 8.00 1.27 1.35 -7.49 0.22 -0.09 -0.66 
16.72 11.70 -304.14 -292.44 6.00 0.55 0.97 -6.52 -0.20 1.27 -0.50 6.00 1.44 1.47 -6.95 -0.09 -1.16 0.04 8.00 1.27 1.35 -7.50 0.22 -0.09 -0.65 
16.73 11.74 -304.00 -292.26 6.00 0.55 0.99 -6.52 -0.19 1.28 -0.51 6.00 1.44 1.46 -6.95 -0.10 -1.16 0.04 8.00 1.27 1.35 -7.51 0.22 -0.09 -0.63 
16.74 11.78 -303.86 -292.09 6.00 0.55 1.00 -6.53 -0.18 1.29 -0.52 6.00 1.44 1.44 -6.95 -0.11 -1.17 0.03 8.00 1.27 1.34 -7.51 0.22 -0.09 -0.62 
16.75 11.82 -303.73 -291.92 6.00 0.55 1.01 -6.53 -0.16 1.29 -0.53 6.00 1.44 1.43 -6.95 -0.12 -1.17 0.02 8.00 1.28 1.34 -7.52 0.21 -0.09 -0.61 
16.76 11.85 -303.61 -291.75 6.00 0.54 1.03 -6.54 -0.15 1.30 -0.54 6.00 1.44 1.42 -6.95 -0.13 -1.18 0.02 8.00 1.28 1.34 -7.52 0.21 -0.09 -0.60 
16.77 11.89 -303.48 -291.59 6.00 0.54 1.04 -6.54 -0.14 1.30 -0.55 6.00 1.43 1.41 -6.95 -0.14 -1.18 0.01 8.00 1.28 1.34 -7.53 0.21 -0.10 -0.58 
16.78 11.93 -303.36 -291.44 6.00 0.54 1.05 -6.55 -0.13 1.31 -0.57 6.00 1.43 1.40 -6.95 -0.14 -1.19 0.00 8.00 1.28 1.34 -7.54 0.21 -0.10 -0.57 
16.79 11.96 -303.25 -291.28 6.00 0.54 1.07 -6.55 -0.12 1.31 -0.58 6.00 1.43 1.39 -6.95 -0.15 -1.19 -0.00 8.00 1.28 1.34 -7.54 0.20 -0.10 -0.56 
16.80 12.00 -303.13 -291.13 6.00 0.54 1.08 -6.56 -0.10 1.32 -0.59 6.00 1.43 1.37 -6.95 -0.16 -1.19 -0.01 8.00 1.29 1.34 -7.55 0.20 -0.10 -0.54 
16.81 12.03 -303.02 -290.99 6.00 0.54 1.09 -6.57 -0.09 1.32 -0.60 6.00 1.43 1.36 -6.95 -0.17 -1.20 -0.02 8.00 1.29 1.34 -7.55 0.20 -0.10 -0.53 
16.82 12.06 -302.91 -290.84 6.00 0.54 1.10 -6.57 -0.08 1.33 -0.61 6.00 1.43 1.35 -6.95 -0.18 -1.20 -0.02 8.00 1.29 1.34 -7.56 0.20 -0.10 -0.52 
16.83 12.10 -302.79 -290.70 6.00 0.54 1.12 -6.58 -0.07 1.33 -0.62 6.00 1.42 1.34 -6.95 -0.19 -1.20 -0.03 8.00 1.29 1.34 -7.56 0.19 -0.10 -0.50 
16.84 12.13 -302.67 -290.55 6.00 0.54 1.13 -6.58 -0.05 1.33 -0.63 6.00 1.42 1.33 -6.95 -0.20 -1.20 -0.04 8.00 1.29 1.34 -7.57 0.19 -0.10 -0.49 
16.85 12.16 -302.55 -290.40 6.00 0.54 1.14 -6.59 -0.04 1.34 -0.64 6.00 1.42 1.31 -6.95 -0.21 -1.20 -0.05 8.00 1.30 1.33 -7.57 0.19 -0.10 -0.48 
16.86 12.18 -302.43 -290.24 6.00 0.54 1.16 -6.60 -0.03 1.34 -0.65 6.00 1.42 1.30 -6.95 -0.22 -1.20 -0.05 8.00 1.30 1.33 -7.58 0.18 -0.11 -0.46 
16.87 12.21 -302.29 -290.08 6.00 0.54 1.17 -6.60 -0.01 1.34 -0.66 6.00 1.42 1.29 -6.95 -0.22 -1.20 -0.06 8.00 1.30 1.33 -7.58 0.18 -0.11 -0.45 
16.88 12.24 -302.15 -289.91 6.00 0.54 1.18 -6.61 -0.00 1.34 -0.67 6.00 1.41 1.28 -6.95 -0.23 -1.21 -0.07 8.00 1.30 1.33 -7.59 0.18 -0.11 -0.44 
16.89 12.26 -301.99 -289.73 6.00 0.54 1.20 -6.62 0.01 1.34 -0.68 6.00 1.41 1.27 -6.96 -0.24 -1.21 -0.07 8.00 1.30 1.33 -7.59 0.17 -0.11 -0.42 
16.90 12.28 -301.82 -289.54 6.00 0.54 1.21 -6.62 0.02 1.35 -0.69 6.00 1.41 1.25 -6.96 -0.25 -1.20 -0.08 8.00 1.30 1.33 -7.59 0.17 -0.11 -0.41 
16.91 12.31 -301.64 -289.33 6.00 0.54 1.23 -6.63 0.04 1.35 -0.70 6.00 1.41 1.24 -6.96 -0.26 -1.20 -0.09 8.00 1.31 1.33 -7.60 0.17 -0.11 -0.40 
16.92 12.33 -301.44 -289.11 6.00 0.54 1.24 -6.64 0.05 1.35 -0.71 6.00 1.40 1.23 -6.96 -0.27 -1.20 -0.10 8.00 1.31 1.33 -7.60 0.16 -0.12 -0.38 
16.93 12.34 -301.22 -288.87 6.00 0.54 1.25 -6.65 0.06 1.35 -0.72 6.00 1.40 1.22 -6.96 -0.28 -1.20 -0.10 8.00 1.31 1.33 -7.61 0.16 -0.12 -0.37 
16.94 12.36 -300.98 -288.62 6.00 0.54 1.27 -6.65 0.08 1.35 -0.73 6.00 1.40 1.21 -6.96 -0.28 -1.20 -0.11 8.00 1.31 1.32 -7.61 0.16 -0.12 -0.36 
16.95 12.38 -300.72 -288.34 6.00 0.54 1.28 -6.66 0.09 1.35 -0.74 6.00 1.39 1.19 -6.96 -0.29 -1.20 -0.12 8.00 1.31 1.32 -7.61 0.15 -0.12 -0.35 
