#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
19.91 3.24 -24.39 -21.15 2.00 -1.91 4.86 6.57 0.74 0.48 0.94 2.00 -3.10 6.19 7.92 0.52 -0.06 0.23 8.00 -1.21 6.18 4.51 -0.46 0.23 0.21 
19.92 3.25 -24.40 -21.16 2.00 -1.90 4.86 6.58 0.74 0.49 0.94 2.00 -3.09 6.19 7.92 0.52 -0.06 0.23 8.00 -1.22 6.18 4.52 -0.46 0.23 0.21 
19.93 3.25 -24.42 -21.17 2.00 -1.90 4.87 6.59 0.74 0.49 0.93 2.00 -3.09 6.19 7.92 0.52 -0.06 0.22 8.00 -1.22 6.18 4.52 -0.46 0.23 0.21 
19.94 3.26 -24.43 -21.18 2.00 -1.89 4.87 6.60 0.74 0.49 0.93 2.00 -3.08 6.19 7.92 0.52 -0.06 0.22 8.00 -1.23 6.18 4.52 -0.47 0.23 0.22 
19.95 3.26 -24.45 -21.19 2.00 -1.88 4.88 6.61 0.74 0.50 0.93 2.00 -3.08 6.19 7.92 0.53 -0.07 0.22 8.00 -1.23 6.19 4.52 -0.47 0.23 0.22 
19.96 3.26 -24.46 -21.20 2.00 -1.87 4.88 6.62 0.75 0.50 0.92 2.00 -3.07 6.19 7.93 0.53 -0.07 0.21 8.00 -1.23 6.19 4.53 -0.47 0.23 0.22 
19.97 3.27 -24.48 -21.21 2.00 -1.87 4.89 6.63 0.75 0.51 0.92 2.00 -3.07 6.19 7.93 0.53 -0.07 0.21 8.00 -1.24 6.19 4.53 -0.47 0.23 0.22 
19.98 3.27 -24.49 -21.22 2.00 -1.86 4.89 6.63 0.75 0.51 0.91 2.00 -3.06 6.19 7.93 0.53 -0.07 0.21 8.00 -1.24 6.19 4.53 -0.47 0.23 0.22 
19.99 3.27 -24.51 -21.23 2.00 -1.85 4.90 6.64 0.75 0.52 0.91 2.00 -3.06 6.19 7.93 0.53 -0.07 0.20 8.00 -1.25 6.20 4.53 -0.47 0.23 0.23 
20.00 3.28 -24.52 -21.24 2.00 -1.84 4.90 6.65 0.75 0.52 0.91 2.00 -3.05 6.19 7.94 0.54 -0.07 0.20 8.00 -1.25 6.20 4.53 -0.47 0.23 0.23 
20.01 3.28 -24.54 -21.26 2.00 -1.84 4.91 6.66 0.75 0.53 0.90 2.00 -3.05 6.19 7.94 0.54 -0.07 0.20 8.00 -1.26 6.20 4.54 -0.47 0.22 0.23 
20.02 3.29 -24.55 -21.27 2.00 -1.83 4.91 6.67 0.75 0.53 0.90 2.00 -3.04 6.18 7.94 0.54 -0.07 0.19 8.00 -1.26 6.20 4.54 -0.47 0.22 0.23 
20.03 3.29 -24.57 -21.28 2.00 -1.82 4.92 6.68 0.75 0.53 0.89 2.00 -3.03 6.18 7.94 0.54 -0.08 0.19 8.00 -1.27 6.20 4.54 -0.47 0.22 0.23 
20.04 3.29 -24.59 -21.29 2.00 -1.81 4.92 6.69 0.75 0.54 0.89 2.00 -3.03 6.18 7.94 0.55 -0.08 0.18 8.00 -1.27 6.21 4.54 -0.47 0.22 0.24 
20.05 3.30 -24.60 -21.30 2.00 -1.81 4.93 6.70 0.75 0.54 0.89 2.00 -3.02 6.18 7.94 0.55 -0.08 0.18 8.00 -1.28 6.21 4.55 -0.47 0.22 0.24 
20.06 3.30 -24.62 -21.32 2.00 -1.80 4.93 6.71 0.75 0.55 0.88 2.00 -3.02 6.18 7.95 0.55 -0.08 0.18 8.00 -1.28 6.21 4.55 -0.47 0.22 0.24 
20.07 3.31 -24.64 -21.33 2.00 -1.79 4.94 6.71 0.75 0.55 0.88 2.00 -3.01 6.18 7.95 0.55 -0.08 0.17 8.00 -1.29 6.21 4.55 -0.47 0.22 0.24 
20.08 3.31 -24.65 -21.34 2.00 -1.78 4.94 6.72 0.75 0.56 0.88 2.00 -3.01 6.18 7.95 0.56 -0.08 0.17 8.00 -1.29 6.22 4.55 -0.47 0.22 0.24 
20.09 3.31 -24.67 -21.36 2.00 -1.78 4.95 6.73 0.75 0.56 0.87 2.00 -3.00 6.18 7.95 0.56 -0.08 0.17 8.00 -1.30 6.22 4.56 -0.48 0.22 0.24 
20.10 3.32 -24.69 -21.37 2.00 -1.77 4.96 6.74 0.75 0.56 0.87 2.00 -3.00 6.18 7.95 0.56 -0.08 0.16 8.00 -1.30 6.22 4.56 -0.48 0.22 0.25 
20.11 3.32 -24.71 -21.38 2.00 -1.76 4.96 6.75 0.75 0.57 0.86 2.00 -2.99 6.18 7.95 0.56 -0.09 0.16 8.00 -1.31 6.22 4.56 -0.48 0.22 0.25 
20.12 3.33 -24.72 -21.40 2.00 -1.75 4.97 6.76 0.75 0.57 0.86 2.00 -2.98 6.18 7.96 0.57 -0.09 0.16 8.00 -1.31 6.22 4.56 -0.48 0.22 0.25 
20.13 3.33 -24.74 -21.41 2.00 -1.75 4.97 6.77 0.75 0.58 0.86 2.00 -2.98 6.18 7.96 0.57 -0.09 0.15 8.00 -1.31 6.23 4.57 -0.48 0.22 0.25 
20.14 3.34 -24.76 -21.42 2.00 -1.74 4.98 6.78 0.75 0.58 0.85 2.00 -2.97 6.17 7.96 0.57 -0.09 0.15 8.00 -1.32 6.23 4.57 -0.48 0.21 0.25 
20.15 3.34 -24.78 -21.44 2.00 -1.73 4.98 6.78 0.75 0.59 0.85 2.00 -2.97 6.17 7.96 0.57 -0.09 0.14 8.00 -1.32 6.23 4.57 -0.48 0.21 0.26 
20.16 3.35 -24.80 -21.45 2.00 -1.72 4.99 6.79 0.75 0.59 0.84 2.00 -2.96 6.17 7.96 0.58 -0.09 0.14 8.00 -1.33 6.23 4.57 -0.48 0.21 0.26 
20.17 3.35 -24.82 -21.47 2.00 -1.72 5.00 6.80 0.74 0.59 0.84 2.00 -2.96 6.17 7.96 0.58 -0.09 0.14 8.00 -1.33 6.23 4.58 -0.48 0.21 0.26 
20.18 3.36 -24.84 -21.48 2.00 -1.71 5.00 6.81 0.74 0.60 0.84 2.00 -2.95 6.17 7.96 0.58 -0.09 0.13 8.00 -1.34 6.24 4.58 -0.48 0.21 0.26 
20.19 3.36 -24.86 -21.50 2.00 -1.70 5.01 6.82 0.74 0.60 0.83 2.00 -2.94 6.17 7.97 0.59 -0.10 0.13 8.00 -1.34 6.24 4.58 -0.48 0.21 0.26 
20.20 3.37 -24.88 -21.51 2.00 -1.69 5.01 6.83 0.74 0.61 0.83 2.00 -2.94 6.17 7.97 0.59 -0.10 0.12 8.00 -1.35 6.24 4.58 -0.48 0.21 0.27 
20.21 3.37 -24.90 -21.53 2.00 -1.69 5.02 6.83 0.74 0.61 0.82 2.00 -2.93 6.17 7.97 0.59 -0.10 0.12 8.00 -1.35 6.24 4.59 -0.48 0.21 0.27 
20.22 3.38 -24.92 -21.54 2.00 -1.68 5.03 6.84 0.74 0.62 0.82 2.00 -2.93 6.17 7.97 0.59 -0.10 0.12 8.00 -1.36 6.25 4.59 -0.48 0.21 0.27 
20.23 3.38 -24.94 -21.56 2.00 -1.67 5.03 6.85 0.74 0.62 0.82 2.00 -2.92 6.17 7.97 0.60 -0.10 0.11 8.00 -1.36 6.25 4.59 -0.48 0.21 0.27 
20.24 3.39 -24.96 -21.57 2.00 -1.66 5.04 6.86 0.74 0.62 0.81 2.00 -2.91 6.17 7.97 0.60 -0.10 0.11 8.00 -1.37 6.25 4.59 -0.48 0.21 0.27 
20.25 3.39 -24.98 -21.59 2.00 -1.66 5.04 6.87 0.74 0.63 0.81 2.00 -2.91 6.16 7.97 0.60 -0.10 0.10 8.00 -1.37 6.25 4.60 -0.48 0.21 0.28 
20.26 3.40 -25.00 -21.61 2.00 -1.65 5.05 6.87 0.74 0.63 0.81 2.00 -2.90 6.16 7.97 0.60 -0.10 0.10 8.00 -1.38 6.25 4.60 -0.48 0.21 0.28 
20.27 3.40 -25.03 -21.62 2.00 -1.64 5.06 6.88 0.74 0.64 0.80 2.00 -2.90 6.16 7.97 0.61 -0.11 0.10 8.00 -1.38 6.26 4.60 -0.48 0.21 0.28 
20.28 3.41 -25.05 -21.64 2.00 -1.63 5.06 6.89 0.74 0.64 0.80 2.00 -2.89 6.16 7.98 0.61 -0.11 0.09 8.00 -1.39 6.26 4.61 -0.49 0.20 0.28 
20.29 3.41 -25.07 -21.66 2.00 -1.63 5.07 6.90 0.74 0.64 0.79 2.00 -2.88 6.16 7.98 0.61 -0.11 0.09 8.00 -1.39 6.26 4.61 -0.49 0.20 0.28 
20.30 3.42 -25.09 -21.67 2.00 -1.62 5.08 6.91 0.73 0.65 0.79 2.00 -2.88 6.16 7.98 0.62 -0.11 0.08 8.00 -1.40 6.26 4.61 -0.49 0.20 0.29 
20.31 3.43 -25.12 -21.69 2.00 -1.61 5.08 6.91 0.73 0.65 0.79 2.00 -2.87 6.16 7.98 0.62 -0.11 0.08 8.00 -1.40 6.26 4.61 -0.49 0.20 0.29 
20.32 3.43 -25.14 -21.71 2.00 -1.61 5.09 6.92 0.73 0.66 0.78 2.00 -2.87 6.16 7.98 0.62 -0.11 0.08 8.00 -1.41 6.27 4.62 -0.49 0.20 0.29 
20.33 3.44 -25.17 -21.73 2.00 -1.60 5.10 6.93 0.73 0.66 0.78 2.00 -2.86 6.16 7.98 0.62 -0.11 0.07 8.00 -1.41 6.27 4.62 -0.49 0.20 0.29 
20.34 3.44 -25.19 -21.75 2.00 -1.59 5.10 6.94 0.73 0.67 0.77 2.00 -2.85 6.15 7.98 0.63 -0.12 0.07 8.00 -1.42 6.27 4.62 -0.49 0.20 0.29 
20.35 3.45 -25.21 -21.76 2.00 -1.58 5.11 6.95 0.73 0.67 0.77 2.00 -2.85 6.15 7.98 0.63 -0.12 0.06 8.00 -1.42 6.27 4.63 -0.49 0.20 0.30 
20.36 3.46 -25.24 -21.78 2.00 -1.58 5.12 6.95 0.73 0.67 0.77 2.00 -2.84 6.15 7.98 0.63 -0.12 0.06 8.00 -1.43 6.27 4.63 -0.49 0.20 0.30 
20.37 3.46 -25.26 -21.80 2.00 -1.57 5.12 6.96 0.73 0.68 0.76 2.00 -2.83 6.15 7.98 0.64 -0.12 0.06 8.00 -1.43 6.28 4.63 -0.49 0.20 0.30 
20.38 3.47 -25.29 -21.82 2.00 -1.56 5.13 6.97 0.72 0.68 0.76 2.00 -2.83 6.15 7.98 0.64 -0.12 0.05 8.00 -1.44 6.28 4.64 -0.49 0.20 0.30 
20.39 3.47 -25.32 -21.84 2.00 -1.55 5.14 6.98 0.72 0.69 0.76 2.00 -2.82 6.15 7.98 0.64 -0.12 0.05 8.00 -1.44 6.28 4.64 -0.49 0.20 0.30 
20.40 3.48 -25.34 -21.86 2.00 -1.55 5.14 6.98 0.72 0.69 0.75 2.00 -2.81 6.15 7.98 0.64 -0.12 0.04 8.00 -1.45 6.28 4.64 -0.49 0.20 0.31 
20.41 3.49 -25.37 -21.88 2.00 -1.54 5.15 6.99 0.72 0.69 0.75 2.00 -2.81 6.15 7.98 0.65 -0.12 0.04 8.00 -1.45 6.28 4.64 -0.49 0.20 0.31 
20.42 3.49 -25.40 -21.90 2.00 -1.53 5.16 7.00 0.72 0.70 0.74 2.00 -2.80 6.14 7.98 0.65 -0.13 0.03 8.00 -1.46 6.29 4.65 -0.49 0.19 0.31 
20.43 3.50 -25.42 -21.92 2.00 -1.53 5.16 7.01 0.72 0.70 0.74 2.00 -2.80 6.14 7.98 0.65 -0.13 0.03 8.00 -1.46 6.29 4.65 -0.49 0.19 0.31 
20.44 3.51 -25.45 -21.94 2.00 -1.52 5.17 7.01 0.71 0.71 0.74 2.00 -2.79 6.14 7.98 0.66 -0.13 0.03 8.00 -1.47 6.29 4.65 -0.49 0.19 0.31 
20.45 3.52 -25.48 -21.97 2.00 -1.51 5.18 7.02 0.71 0.71 0.73 2.00 -2.78 6.14 7.99 0.66 -0.13 0.02 8.00 -1.47 6.29 4.66 -0.49 0.19 0.32 
20.46 3.52 -25.51 -21.99 2.00 -1.50 5.19 7.03 0.71 0.71 0.73 2.00 -2.78 6.14 7.99 0.66 -0.13 0.02 8.00 -1.48 6.29 4.66 -0.49 0.19 0.32 
20.47 3.53 -25.54 -22.01 2.00 -1.50 5.19 7.03 0.71 0.72 0.72 2.00 -2.77 6.14 7.99 0.67 -0.13 0.01 8.00 -1.48 6.30 4.66 -0.49 0.19 0.32 
20.48 3.54 -25.57 -22.03 2.00 -1.49 5.20 7.04 0.71 0.72 0.72 2.00 -2.76 6.14 7.99 0.67 -0.13 0.01 8.00 -1.48 6.30 4.67 -0.49 0.19 0.32 
20.49 3.54 -25.60 -22.05 2.00 -1.48 5.21 7.05 0.70 0.73 0.72 2.00 -2.76 6.14 7.99 0.67 -0.14 0.00 8.00 -1.49 6.30 4.67 -0.49 0.19 0.32 
20.50 3.55 -25.63 -22.08 2.00 -1.48 5.22 7.06 0.70 0.73 0.71 2.00 -2.75 6.13 7.99 0.68 -0.14 -0.00 8.00 -1.49 6.30 4.67 -0.49 0.19 0.33 
20.51 3.56 -25.66 -22.10 2.00 -1.47 5.22 7.06 0.70 0.73 0.71 2.00 -2.74 6.13 7.99 0.68 -0.14 -0.01 8.00 -1.50 6.30 4.68 -0.49 0.19 0.33 
20.52 3.57 -25.69 -22.12 2.00 -1.46 5.23 7.07 0.70 0.74 0.71 2.00 -2.73 6.13 7.99 0.68 -0.14 -0.01 8.00 -1.50 6.30 4.68 -0.49 0.19 0.33 
20.53 3.58 -25.72 -22.15 2.00 -1.45 5.24 7.08 0.70 0.74 0.70 2.00 -2.73 6.13 7.99 0.69 -0.14 -0.01 8.00 -1.51 6.31 4.68 -0.49 0.19 0.33 
20.54 3.58 -25.76 -22.17 2.00 -1.45 5.24 7.08 0.69 0.74 0.70 2.00 -2.72 6.13 7.98 0.69 -0.14 -0.02 8.00 -1.51 6.31 4.69 -0.49 0.19 0.33 
20.55 3.59 -25.79 -22.20 2.00 -1.44 5.25 7.09 0.69 0.75 0.69 2.00 -2.71 6.13 7.98 0.69 -0.14 -0.02 8.00 -1.52 6.31 4.69 -0.49 0.19 0.34 
20.56 3.60 -25.82 -22.22 2.00 -1.43 5.26 7.10 0.69 0.75 0.69 2.00 -2.71 6.13 7.98 0.70 -0.14 -0.03 8.00 -1.52 6.31 4.69 -0.49 0.19 0.34 
20.57 3.61 -25.85 -22.25 2.00 -1.43 5.27 7.11 0.69 0.76 0.69 2.00 -2.70 6.12 7.98 0.70 -0.15 -0.03 8.00 -1.53 6.31 4.70 -0.49 0.19 0.34 
20.58 3.62 -25.89 -22.27 2.00 -1.42 5.27 7.11 0.68 0.76 0.68 2.00 -2.69 6.12 7.98 0.70 -0.15 -0.04 8.00 -1.53 6.32 4.70 -0.50 0.18 0.34 
20.59 3.63 -25.92 -22.30 2.00 -1.41 5.28 7.12 0.68 0.76 0.68 2.00 -2.69 6.12 7.98 0.71 -0.15 -0.04 8.00 -1.54 6.32 4.70 -0.50 0.18 0.35 
20.60 3.63 -25.96 -22.32 2.00 -1.41 5.29 7.13 0.68 0.77 0.68 2.00 -2.68 6.12 7.98 0.71 -0.15 -0.05 8.00 -1.54 6.32 4.71 -0.50 0.18 0.35 
20.61 3.64 -25.99 -22.35 2.00 -1.40 5.30 7.13 0.68 0.77 0.67 2.00 -2.67 6.12 7.98 0.71 -0.15 -0.05 8.00 -1.55 6.32 4.71 -0.50 0.18 0.35 
20.62 3.65 -26.03 -22.38 2.00 -1.39 5.31 7.14 0.67 0.78 0.67 2.00 -2.66 6.12 7.98 0.72 -0.15 -0.06 8.00 -1.55 6.32 4.71 -0.50 0.18 0.35 
20.63 3.66 -26.07 -22.41 2.00 -1.39 5.31 7.15 0.67 0.78 0.66 2.00 -2.66 6.11 7.98 0.72 -0.15 -0.06 8.00 -1.56 6.32 4.72 -0.50 0.18 0.35 
20.64 3.67 -26.10 -22.43 2.00 -1.38 5.32 7.15 0.67 0.78 0.66 2.00 -2.65 6.11 7.98 0.72 -0.16 -0.07 8.00 -1.56 6.33 4.72 -0.50 0.18 0.36 
20.65 3.68 -26.14 -22.46 2.00 -1.37 5.33 7.16 0.66 0.79 0.66 2.00 -2.64 6.11 7.98 0.73 -0.16 -0.07 8.00 -1.57 6.33 4.72 -0.50 0.18 0.36 
20.66 3.69 -26.18 -22.49 2.00 -1.37 5.34 7.17 0.66 0.79 0.65 2.00 -2.64 6.11 7.98 0.73 -0.16 -0.08 8.00 -1.57 6.33 4.73 -0.50 0.18 0.36 
20.67 3.70 -26.22 -22.52 2.00 -1.36 5.35 7.17 0.66 0.79 0.65 2.00 -2.63 6.11 7.98 0.73 -0.16 -0.08 8.00 -1.58 6.33 4.73 -0.50 0.18 0.36 
20.68 3.71 -26.26 -22.55 2.00 -1.35 5.35 7.18 0.66 0.80 0.65 2.00 -2.62 6.11 7.98 0.74 -0.16 -0.09 8.00 -1.58 6.33 4.74 -0.50 0.18 0.36 
20.69 3.72 -26.30 -22.58 2.00 -1.35 5.36 7.18 0.65 0.80 0.64 2.00 -2.61 6.11 7.98 0.74 -0.16 -0.09 8.00 -1.59 6.34 4.74 -0.50 0.18 0.37 
20.70 3.73 -26.34 -22.61 2.00 -1.34 5.37 7.19 0.65 0.81 0.64 2.00 -2.61 6.10 7.98 0.75 -0.16 -0.10 8.00 -1.59 6.34 4.74 -0.50 0.18 0.37 
20.71 3.74 -26.38 -22.64 2.00 -1.33 5.38 7.20 0.65 0.81 0.64 2.00 -2.60 6.10 7.97 0.75 -0.17 -0.10 8.00 -1.60 6.34 4.75 -0.50 0.18 0.37 
20.72 3.75 -26.42 -22.67 2.00 -1.33 5.39 7.20 0.64 0.81 0.63 2.00 -2.59 6.10 7.97 0.75 -0.17 -0.11 8.00 -1.60 6.34 4.75 -0.50 0.18 0.37 
20.73 3.76 -26.47 -22.71 2.00 -1.32 5.39 7.21 0.64 0.82 0.63 2.00 -2.58 6.10 7.97 0.76 -0.17 -0.11 8.00 -1.61 6.34 4.75 -0.50 0.18 0.38 
20.74 3.77 -26.51 -22.74 2.00 -1.31 5.40 7.22 0.64 0.82 0.63 2.00 -2.58 6.10 7.97 0.76 -0.17 -0.12 8.00 -1.61 6.34 4.76 -0.50 0.17 0.38 
20.75 3.78 -26.55 -22.77 2.00 -1.31 5.41 7.22 0.63 0.82 0.62 2.00 -2.57 6.10 7.97 0.76 -0.17 -0.12 8.00 -1.62 6.35 4.76 -0.50 0.17 0.38 
20.76 3.79 -26.60 -22.80 2.00 -1.30 5.42 7.23 0.63 0.83 0.62 2.00 -2.56 6.09 7.97 0.77 -0.17 -0.13 8.00 -1.62 6.35 4.77 -0.50 0.17 0.38 
20.77 3.80 -26.64 -22.84 2.00 -1.30 5.43 7.23 0.62 0.83 0.61 2.00 -2.55 6.09 7.97 0.77 -0.17 -0.13 8.00 -1.63 6.35 4.77 -0.50 0.17 0.38 
20.78 3.82 -26.69 -22.87 2.00 -1.29 5.43 7.24 0.62 0.83 0.61 2.00 -2.55 6.09 7.97 0.78 -0.17 -0.14 8.00 -1.63 6.35 4.77 -0.50 0.17 0.39 
20.79 3.83 -26.73 -22.91 2.00 -1.28 5.44 7.25 0.62 0.84 0.61 2.00 -2.54 6.09 7.96 0.78 -0.18 -0.14 8.00 -1.64 6.35 4.78 -0.50 0.17 0.39 
20.80 3.84 -26.78 -22.94 2.00 -1.28 5.45 7.25 0.61 0.84 0.60 2.00 -2.53 6.09 7.96 0.78 -0.18 -0.15 8.00 -1.64 6.35 4.78 -0.50 0.17 0.39 
20.81 3.85 -26.83 -22.98 2.00 -1.27 5.46 7.26 0.61 0.85 0.60 2.00 -2.52 6.08 7.96 0.79 -0.18 -0.15 8.00 -1.65 6.36 4.78 -0.50 0.17 0.39 
20.82 3.86 -26.88 -23.02 2.00 -1.27 5.47 7.27 0.60 0.85 0.60 2.00 -2.51 6.08 7.96 0.79 -0.18 -0.16 8.00 -1.65 6.36 4.79 -0.50 0.17 0.39 
20.83 3.87 -26.93 -23.05 2.00 -1.26 5.48 7.27 0.60 0.85 0.59 2.00 -2.51 6.08 7.96 0.80 -0.18 -0.16 8.00 -1.66 6.36 4.79 -0.50 0.17 0.40 
20.84 3.89 -26.98 -23.09 2.00 -1.25 5.49 7.28 0.60 0.86 0.59 2.00 -2.50 6.08 7.96 0.80 -0.18 -0.17 8.00 -1.66 6.36 4.80 -0.50 0.17 0.40 
20.85 3.90 -27.03 -23.13 2.00 -1.25 5.49 7.28 0.59 0.86 0.59 2.00 -2.49 6.08 7.95 0.81 -0.18 -0.17 8.00 -1.67 6.36 4.80 -0.50 0.17 0.40 
20.86 3.91 -27.08 -23.17 2.00 -1.24 5.50 7.29 0.59 0.86 0.58 2.00 -2.48 6.08 7.95 0.81 -0.19 -0.18 8.00 -1.67 6.36 4.80 -0.50 0.17 0.40 
20.87 3.93 -27.14 -23.21 2.00 -1.24 5.51 7.29 0.58 0.87 0.58 2.00 -2.47 6.07 7.95 0.82 -0.19 -0.19 8.00 -1.68 6.37 4.81 -0.50 0.17 0.41 
20.88 3.94 -27.19 -23.25 2.00 -1.23 5.52 7.30 0.58 0.87 0.58 2.00 -2.47 6.07 7.95 0.82 -0.19 -0.19 8.00 -1.68 6.37 4.81 -0.50 0.17 0.41 
20.89 3.95 -27.24 -23.29 2.00 -1.22 5.53 7.31 0.57 0.87 0.57 2.00 -2.46 6.07 7.95 0.82 -0.19 -0.20 8.00 -1.69 6.37 4.82 -0.50 0.17 0.41 
20.90 3.97 -27.30 -23.33 2.00 -1.22 5.54 7.31 0.57 0.88 0.57 2.00 -2.45 6.07 7.95 0.83 -0.19 -0.20 8.00 -1.69 6.37 4.82 -0.50 0.17 0.41 
20.91 3.98 -27.36 -23.37 2.00 -1.21 5.55 7.32 0.56 0.88 0.57 2.00 -2.44 6.07 7.94 0.83 -0.19 -0.21 8.00 -1.70 6.37 4.83 -0.50 0.17 0.41 
20.92 3.99 -27.41 -23.42 2.00 -1.21 5.56 7.32 0.56 0.88 0.56 2.00 -2.43 6.06 7.94 0.84 -0.19 -0.21 8.00 -1.70 6.37 4.83 -0.50 0.17 0.42 
20.93 4.01 -27.47 -23.46 2.00 -1.20 5.56 7.33 0.55 0.89 0.56 2.00 -2.42 6.06 7.94 0.84 -0.19 -0.22 8.00 -1.71 6.38 4.83 -0.50 0.16 0.42 
20.94 4.02 -27.53 -23.51 2.00 -1.20 5.57 7.33 0.55 0.89 0.56 2.00 -2.42 6.06 7.94 0.85 -0.20 -0.23 8.00 -1.71 6.38 4.84 -0.50 0.16 0.42 
20.95 4.04 -27.59 -23.55 2.00 -1.19 5.58 7.34 0.54 0.89 0.55 2.00 -2.41 6.06 7.93 0.85 -0.20 -0.23 8.00 -1.72 6.38 4.84 -0.50 0.16 0.42 
20.96 4.05 -27.65 -23.60 2.00 -1.19 5.59 7.35 0.54 0.90 0.55 2.00 -2.40 6.06 7.93 0.86 -0.20 -0.24 8.00 -1.72 6.38 4.85 -0.50 0.16 0.43 
20.97 4.07 -27.71 -23.64 2.00 -1.18 5.60 7.35 0.53 0.90 0.55 2.00 -2.39 6.05 7.93 0.86 -0.20 -0.24 8.00 -1.73 6.38 4.85 -0.50 0.16 0.43 
20.98 4.08 -27.78 -23.69 2.00 -1.17 5.61 7.36 0.53 0.90 0.54 2.00 -2.38 6.05 7.93 0.87 -0.20 -0.25 8.00 -1.73 6.38 4.85 -0.50 0.16 0.43 
20.99 4.10 -27.84 -23.74 2.00 -1.17 5.62 7.36 0.53 0.91 0.54 2.00 -2.37 6.05 7.92 0.87 -0.20 -0.25 8.00 -1.74 6.39 4.86 -0.50 0.16 0.43 
21.00 4.11 -27.90 -23.80 2.00 -1.16 5.63 7.37 0.52 0.91 0.54 2.00 -2.36 6.05 7.92 0.87 -0.20 -0.26 8.00 -1.74 6.39 4.86 -0.50 0.16 0.44 
21.01 4.12 -27.97 -23.85 2.00 -1.16 5.64 7.37 0.52 0.91 0.53 2.00 -2.35 6.05 7.92 0.88 -0.20 -0.26 8.00 -1.75 6.39 4.87 -0.50 0.16 0.44 
21.02 4.13 -28.04 -23.91 2.00 -1.15 5.65 7.38 0.52 0.91 0.53 2.00 -2.35 6.04 7.92 0.88 -0.20 -0.27 8.00 -1.75 6.39 4.87 -0.50 0.16 0.44 
21.03 4.14 -28.10 -23.96 2.00 -1.15 5.65 7.38 0.51 0.92 0.52 2.00 -2.34 6.04 7.91 0.88 -0.20 -0.27 8.00 -1.76 6.39 4.88 -0.50 0.16 0.44 
21.04 4.15 -28.17 -24.02 2.00 -1.14 5.66 7.39 0.51 0.92 0.52 2.00 -2.33 6.04 7.91 0.89 -0.20 -0.28 8.00 -1.76 6.39 4.88 -0.50 0.16 0.44 
21.05 4.16 -28.24 -24.08 2.00 -1.14 5.67 7.39 0.51 0.92 0.52 2.00 -2.32 6.04 7.91 0.89 -0.20 -0.28 8.00 -1.77 6.40 4.89 -0.50 0.16 0.45 
21.06 4.17 -28.31 -24.14 2.00 -1.13 5.68 7.40 0.50 0.92 0.51 2.00 -2.31 6.04 7.91 0.89 -0.20 -0.29 8.00 -1.77 6.40 4.89 -0.50 0.16 0.45 
21.07 4.19 -28.38 -24.20 2.00 -1.13 5.69 7.40 0.50 0.92 0.51 2.00 -2.30 6.03 7.90 0.89 -0.20 -0.29 8.00 -1.78 6.40 4.89 -0.50 0.16 0.45 
21.08 4.20 -28.45 -24.26 2.00 -1.12 5.70 7.41 0.49 0.93 0.50 2.00 -2.29 6.03 7.90 0.90 -0.20 -0.30 8.00 -1.78 6.40 4.90 -0.50 0.16 0.45 
21.09 4.21 -28.53 -24.32 2.00 -1.12 5.71 7.41 0.49 0.93 0.50 2.00 -2.28 6.03 7.90 0.90 -0.20 -0.30 8.00 -1.79 6.40 4.90 -0.50 0.16 0.46 
21.10 4.22 -28.60 -24.38 2.00 -1.11 5.72 7.42 0.49 0.93 0.49 2.00 -2.27 6.03 7.89 0.90 -0.20 -0.31 8.00 -1.79 6.40 4.91 -0.50 0.16 0.46 
21.11 4.23 -28.67 -24.44 2.00 -1.11 5.73 7.42 0.48 0.93 0.49 2.00 -2.27 6.03 7.89 0.91 -0.20 -0.31 8.00 -1.80 6.41 4.91 -0.50 0.16 0.46 
21.12 4.25 -28.75 -24.50 2.00 -1.10 5.74 7.43 0.48 0.93 0.49 2.00 -2.26 6.02 7.89 0.91 -0.20 -0.32 8.00 -1.80 6.41 4.92 -0.50 0.16 0.46 
21.13 4.26 -28.83 -24.57 2.00 -1.10 5.75 7.43 0.48 0.94 0.48 2.00 -2.25 6.02 7.88 0.91 -0.20 -0.32 8.00 -1.81 6.41 4.92 -0.50 0.15 0.47 
21.14 4.27 -28.90 -24.63 2.00 -1.09 5.76 7.44 0.47 0.94 0.48 2.00 -2.24 6.02 7.88 0.91 -0.20 -0.33 8.00 -1.81 6.41 4.93 -0.50 0.15 0.47 
21.15 4.28 -28.98 -24.70 2.00 -1.09 5.77 7.44 0.47 0.94 0.47 2.00 -2.23 6.02 7.88 0.92 -0.20 -0.33 8.00 -1.82 6.41 4.93 -0.50 0.15 0.47 
21.16 4.29 -29.06 -24.77 2.00 -1.09 5.78 7.45 0.46 0.94 0.47 2.00 -2.22 6.02 7.87 0.92 -0.20 -0.34 8.00 -1.82 6.41 4.94 -0.50 0.15 0.47 
21.17 4.31 -29.14 -24.83 2.00 -1.08 5.79 7.45 0.46 0.94 0.46 2.00 -2.21 6.01 7.87 0.92 -0.20 -0.35 8.00 -1.83 6.41 4.94 -0.49 0.15 0.47 
21.18 4.32 -29.22 -24.90 2.00 -1.08 5.79 7.46 0.46 0.95 0.46 2.00 -2.20 6.01 7.87 0.93 -0.20 -0.35 8.00 -1.83 6.42 4.95 -0.49 0.15 0.48 
